season,week,n_participants,eliminated_name,judge_std,judge_mean,actual_rule,estimated_fan_votes,percentage_eliminated,rank_eliminated,same_result,actual_eliminated,pct_matches_actual,rank_matches_actual,pct_scores,rank_scores
27,2,12,Danelle Umstead,0.9585346004432564,7.513888888888889,percentage,"[0.14253641 0.06684999 0.11321171 0.06161882 0.0733698  0.01235843
 0.06787991 0.1130807  0.13693861 0.08495258 0.05055474 0.0766483 ]",5,5,True,5,True,True,"[0.23865471 0.15557458 0.18899729 0.14110126 0.1694881  0.0807503
 0.15290763 0.19995686 0.20902733 0.18107088 0.14112776 0.14134331]",[ 2 14 12 18  8 23 15 10 12  6 15 18]
27,3,11,Nancy McKeon,1.0850008357556458,8.212121212121211,percentage,"[0.06036524 0.07449718 0.01176245 0.10761286 0.14751273 0.0915724
 0.09102319 0.10418091 0.12938397 0.07991111 0.10217797]",2,2,True,2,True,True,"[0.17106635 0.17412818 0.09294326 0.18510364 0.24714372 0.18013328
 0.18696415 0.18905176 0.22901497 0.17585207 0.16859863]",[11 11 20 13  3 13 12 12  4 13 16]
27,4,10,Tinashe,1.2364824660660936,7.7333333333333325,percentage,"[0.11038484 0.09509249 0.14380063 0.06433067 0.10228752 0.14369549
 0.13258408 0.01057489 0.08252905 0.11472034]",7,9,False,7,True,False,"[0.21383312 0.19854077 0.23431787 0.18933067 0.21435648 0.23852307
 0.21879097 0.12264385 0.19028767 0.17937552]",[10 12  9 10  8  9 12 12 12 14]
27,6,9,Mary Lou Retton,1.2383891479481843,8.481481481481481,percentage,"[0.08518523 0.10560539 0.12978343 0.12906021 0.01550013 0.1311726
 0.18572945 0.11536809 0.10259546]",4,4,True,4,True,True,"[0.2161896  0.23224295 0.21275287 0.26006458 0.12030362 0.24470972
 0.28179932 0.23327202 0.19866533]",[ 9  9 12  5 15  7  8  9 14]
28,2,12,Mary Wilson,1.0374916331657278,6.083333333333333,rank,"[0.12464751 0.07586449 0.06404294 0.06373716 0.05390652 0.0981002
 0.04445913 0.00657725 0.16309737 0.11746115 0.07385185 0.11425443]",7,4,False,7,True,False,"[0.22053792 0.16718869 0.15536714 0.13223031 0.10870104 0.18029198
 0.11751849 0.0750704  0.24985536 0.20878535 0.16060984 0.22384347]",[ 4  9 11 19 22 13 20 22  7  6 13  5]
28,4,10,Lamar Odom,1.088577052853862,7.05,rank,"[0.09608108 0.14672333 0.13533493 0.01122677 0.08951532 0.1029116
 0.10850611 0.10273165 0.09701339 0.10995581]",3,3,True,3,True,True,"[0.18827966 0.24601411 0.24881011 0.08214876 0.1994444  0.17737969
 0.22198128 0.21620683 0.19630417 0.22343099]",[16  7  3 20 14 14  5  7 13  4]
28,6,9,Sailor Brinkley-Cook,0.6085806194501845,8.444444444444445,rank,"[0.16758661 0.15295628 0.12122153 0.0404896  0.1042552  0.10033133
 0.10579838 0.09882559 0.10853547]",3,4,False,3,True,False,"[0.28600767 0.27137733 0.23525662 0.15891066 0.19636046 0.21436642
 0.21544751 0.20847471 0.21379863]",[ 2  3  7 10 15 11 11 14 12]
28,7,8,Karamo Brown,0.6454972243679029,8.416666666666666,rank,"[0.13785938 0.17943603 0.15740264 0.1110723  0.11886645 0.14130783
 0.02053995 0.13351542]",6,3,False,6,True,False,"[0.25667126 0.3130994  0.28364027 0.2150327  0.25252982 0.27497119
 0.14182707 0.26222829]",[11  2  7 15  7  4 14  9]
28,8,7,Kate Flannery,1.3552414420197607,9.190438095238095,rank,"[0.03083218 0.13745674 0.17099357 0.10054935 0.1870797  0.18351317
 0.18957528]",0,3,False,0,True,False,"[0.16554673 0.3032595  0.3264336  0.20417672 0.31143255 0.33895423
 0.35019668]",[12  6  8 13  8  6  3]
28,9,6,Sean Spicer,1.1631270710173216,8.6875,rank,[0.24610036 0.19425608 0.02631621 0.16557996 0.19792545 0.16982193],2,2,True,2,True,True,[0.41876224 0.37171412 0.14622028 0.33344567 0.38977198 0.34008572],[ 4  5 12 10  3  8]
28,10,5,James Van Der Beek,0.45946829173634085,9.166666666666668,rank,[0.03663838 0.22116121 0.22800394 0.235214   0.27898246],0,0,True,0,True,True,[0.22209293 0.42843393 0.42436758 0.44975946 0.4753461 ],[10  6  6  3  4]
29,2,15,Charles Oakley,0.6906786785742245,6.0666666666666655,rank,"[0.05593774 0.06244957 0.11698315 0.083358   0.06167313 0.00440495
 0.08238969 0.04328176 0.0706206  0.08003902 0.05796808 0.0556569
 0.06917059 0.08018701 0.07587981]",5,5,True,5,True,True,"[0.12187181 0.13570964 0.18291722 0.13830305 0.13859621 0.05935
 0.14832375 0.10921583 0.14754368 0.14963609 0.12390215 0.13624298
 0.12777865 0.13879507 0.14181387]",[18 13  7 16 12 29  9 20  9 10 17 14 20 16 12]
29,3,14,Carole Baskin,1.101689076310407,6.69047619047619,rank,"[0.07443789 0.07400066 0.05399768 0.05501023 0.05036263 0.0870122
 0.05544873 0.14061753 0.1059636  0.14220997 0.06083433 0.00504705
 0.0530262  0.04203131]",11,11,True,11,True,True,"[0.12781868 0.14517504 0.13228949 0.11906717 0.11797828 0.16530401
 0.14085798 0.22602678 0.18069669 0.20626691 0.14268487 0.04775168
 0.1277593  0.12032312]",[18 15 14 20 22  8  9  3 10 12 10 28 18 17]
29,4,13,Anne Heche,0.6646913536828576,7.717948717948717,rank,"[0.00879462 0.06657976 0.09698616 0.08257927 0.0779194  0.097358
 0.07641186 0.07228711 0.07782598 0.05820647 0.14515441 0.0874468
 0.05245016]",0,0,True,0,True,True,"[0.07856206 0.1363472  0.17007586 0.17560253 0.15765362 0.1704477
 0.15614607 0.15202133 0.1575602  0.12797391 0.22821089 0.16718102
 0.1222176 ]",[23 20 11  6  9 10 11 12 10 21  3  7 22]
29,5,12,Jesse Metcalfe,0.9666507022947397,7.972222222222222,rank,"[0.00805805 0.15231537 0.07630658 0.08916835 0.08846396 0.09011769
 0.06714081 0.07398375 0.09272763 0.06877548 0.12469041 0.06825193]",0,0,True,0,True,True,"[0.07426014 0.21851747 0.15993027 0.17279204 0.1616347  0.19116298
 0.15773314 0.15760744 0.17635132 0.16285213 0.21528274 0.15187563]",[23 12 12 10 16  5 14 13  8 11  5 15]
29,6,11,Veron Davis,0.945726456625893,8.121212121212121,rank,"[0.06016068 0.11917658 0.08172229 0.00908606 0.08764161 0.08156634
 0.11896442 0.11722878 0.07118458 0.14050215 0.11276651]",3,3,True,3,True,True,"[0.14971291 0.18634076 0.18246856 0.08744427 0.16973116 0.17858127
 0.21971069 0.20678102 0.17193085 0.24124842 0.20605009]",[17 13  8 21 15 13  4 11 10  2 11]
29,7,10,Monica Aldama,0.6666666666666667,8.666666666666666,rank,"[0.07288645 0.09335805 0.11104011 0.1255084  0.10031397 0.18767888
 0.11891635 0.10581675 0.00959166 0.07488937]",8,8,True,8,True,True,"[0.17288645 0.19720421 0.21104011 0.22935455 0.21569859 0.28767888
 0.2227625  0.19812444 0.09420705 0.17104322]",[14  9  9  4  7  6  5 14 20 16]
29,8,8,Chrishell Stause,0.6180142939285467,9.249983333333333,rank,"[0.02797052 0.13660438 0.14028254 0.18050668 0.15638441 0.11349851
 0.09211026 0.1526427 ]",0,6,False,0,True,False,"[0.14959236 0.25822532 0.27091251 0.31564205 0.29151979 0.23512035
 0.20021856 0.27876905]",[13 12  7  2  3 11 15  7]
29,9,7,AJ McLean,0.7737232193336674,9.190438095238095,rank,"[0.20982624 0.13258758 0.16577778 0.16917568 0.02373403 0.16390589
 0.1349928 ]",4,4,True,4,True,True,"[0.36008489 0.26730212 0.32121884 0.31943434 0.15326721 0.28825874
 0.29043386]",[ 4 11  4  5 13 11  6]
30,2,15,Martin Kove,1.0027739304327548,6.416666666666667,rank,"[0.00497131 0.07520395 0.0791091  0.09236237 0.05701112 0.05440886
 0.05432751 0.04763273 0.06313409 0.06303454 0.07378162 0.05577112
 0.06764773 0.1169778  0.09462616]",0,0,True,0,True,True,"[0.04393235 0.13494421 0.14923897 0.14950523 0.12454359 0.12713613
 0.11926257 0.10997039 0.14105617 0.13316441 0.14391149 0.1362906
 0.12998539 0.17931546 0.17774304]",[30 18  9 17 18 16 22 24 11 14 11 13 17 11  3]
30,3,14,Christine Chiu,0.6353173363869683,7.095238095238095,rank,"[0.07325661 0.08047047 0.07990659 0.09725272 0.07982632 0.07600307
 0.05902694 0.06423934 0.06029091 0.07571356 0.0772676  0.00878795
 0.08039242 0.0875655 ]",11,6,False,11,True,False,"[0.137015   0.15765168 0.14702068 0.17107822 0.15029612 0.13976146
 0.11942963 0.13806484 0.12740501 0.15625047 0.15780451 0.07925775
 0.15086222 0.16810241]",[22  7 15  6 13 20 27 16 22 10  8 21 11  3]
30,5,11,Melanie C,0.8048150549829897,8.75,rank,"[0.0740988  0.09387808 0.11879223 0.06781246 0.0713792  0.01683154
 0.0917987  0.08388953 0.10058137 0.19704676 0.08389133]",5,3,False,5,True,False,"[0.16760529 0.17699496 0.21229872 0.14053973 0.15449608 0.11033804
 0.18011039 0.17739602 0.20447748 0.29055326 0.18519003]",[11 13  5 21 18 14 13 10  4  4  8]
30,6,10,Kenya Moore,0.6244997998398398,9.1,rank,"[0.16437966 0.06330274 0.19362686 0.10464472 0.10304462 0.08722763
 0.0755451  0.07288999 0.00990675 0.12543193]",8,8,True,8,True,True,"[0.25778625 0.15670934 0.29252796 0.21453483 0.20194572 0.19162323
 0.1744462  0.1827801  0.09781884 0.22982753]",[10 17  6  5 10  9 12  9 20  6]
30,7,9,"Mike ""The Miz"" Mizanin",0.74535599249993,9.083333333333334,rank,"[0.10610028 0.01311505 0.10388678 0.10344235 0.16257931 0.11702803
 0.17596156 0.09998338 0.11790325]",1,1,True,1,True,True,"[0.22230823 0.11097438 0.20786232 0.20741789 0.27267106 0.23323598
 0.30440192 0.21924944 0.22187879]",[ 8 18 12 13  7  7  2 10  9]
31,1,16,Jason Lewis,1.085684547877513,5.96875,rank,"[0.00472148 0.07460989 0.07656992 0.03573422 0.11790933 0.06224685
 0.13603908 0.04225481 0.08303437 0.05136503 0.06245293 0.05512457
 0.075909   0.03213167 0.04034528 0.04955158]",0,0,True,0,True,True,"[0.0518419  0.12958371 0.14986835 0.09594364 0.17288315 0.13292748
 0.21195531 0.09461083 0.13539039 0.11942786 0.12528016 0.1388942
 0.12826502 0.07663429 0.1136437  0.12285001]",[31 16  7 23 12 14  3 24 15 17 15 10 17 31 16 14]
31,2,15,Teresa Giudice,0.8003471469028646,6.866666666666666,rank,"[0.06581595 0.07296917 0.07312355 0.07071933 0.07016294 0.04812042
 0.07140417 0.06978725 0.05845436 0.10244288 0.09015872 0.00562298
 0.06839216 0.06212127 0.07070485]",11,11,True,11,True,True,"[0.11678682 0.14093033 0.13137598 0.14353486 0.14055129 0.12579033
 0.13451097 0.13046686 0.12398834 0.17040405 0.16782862 0.06144822
 0.13392614 0.13008244 0.14837475]",[26 10 16 10 13 15 16 21 22  7  3 29 19 18  8]
31,3,14,Cheryl Ladd,0.8247216599111064,7.196428571428571,rank,"[0.00551005 0.06194633 0.06691218 0.09821701 0.05047688 0.0760277
 0.07768355 0.05635666 0.06086212 0.06826011 0.05334125 0.09388542
 0.14342535 0.08709539]",0,0,True,0,True,True,"[0.0650634  0.13142523 0.13887247 0.16521453 0.12739996 0.15791356
 0.13971829 0.12087279 0.13282241 0.14766457 0.13522711 0.15095738
 0.21786704 0.16898125]",[27 18 15 12 18  7 17 22 17 11 13 17  7  5]
31,4,13,Sam Champion,0.858304369400823,7.884615384615385,rank,"[0.09515353 0.06703754 0.07579663 0.07388944 0.05664104 0.00619423
 0.14895796 0.09519717 0.09680291 0.08501632 0.06586327 0.07531302
 0.05813693]",5,5,True,5,True,True,"[0.17320232 0.13533023 0.14408931 0.14462115 0.14444591 0.06716984
 0.22456772 0.178124   0.17972974 0.1728212  0.13659498 0.1533618
 0.14594181]",[10 20 17 17 13 26  9  7  6  6 19 13 12]
31,5,12,Joseph Baena,0.8135009859653931,9.34375,rank,"[0.0887728  0.00953677 0.14991476 0.06576152 0.08695635 0.08621612
 0.09246501 0.10093509 0.09569373 0.09745776 0.06801639 0.05827371]",1,1,True,1,True,True,"[0.17795898 0.08757468 0.23018232 0.14045494 0.17837218 0.16648368
 0.17161774 0.18789161 0.18933922 0.16657704 0.15385808 0.14968954]",[10 22  8 21  9 15 14  7  5 15 15 13]
31,6,10,Jessie James Decker,0.7520804478245662,8.625,rank,"[0.1021384  0.08761853 0.08628135 0.01157637 0.08436446 0.12848025
 0.1174095  0.1226688  0.15934426 0.10011809]",3,3,True,3,True,True,"[0.20068913 0.18616925 0.18483207 0.10432999 0.18291519 0.23282807
 0.23335153 0.20382822 0.26369208 0.20736447]",[10 12 13 19 14  5  5 13  4  8]
31,7,9,Jordin Sparks,0.565194165260439,9.041666666666666,rank,"[0.09518529 0.12236405 0.1319474  0.01439855 0.14193025 0.13957999
 0.08768143 0.17470702 0.09220601]",3,3,True,3,True,True,"[0.21500095 0.23449923 0.24869087 0.12038934 0.24945714 0.25939566
 0.18445562 0.28684219 0.20126899]",[ 7  9  7 17  9  4 17  5 13]
32,1,14,Matt Walsh,1.1251102238772057,5.5,rank,"[0.11928388 0.04215431 0.07717059 0.05491214 0.07414988 0.10303402
 0.00622116 0.05855654 0.07735083 0.07728055 0.04071044 0.05986559
 0.08607748 0.1232326 ]",6,6,True,6,True,True,"[0.18421895 0.11574738 0.14643466 0.1111892  0.15207195 0.1809561
 0.05816921 0.11050459 0.16825992 0.15953163 0.09265849 0.12480065
 0.18131558 0.21414169]",[11 19 15 22 13  8 26 22  7 10 25 18  5  3]
32,2,13,Jamie Lynn Spears,1.1722184051961497,6.102564102564102,rank,"[0.00862358 0.08105001 0.05924594 0.13235523 0.08201211 0.04061428
 0.05382042 0.05902235 0.06380504 0.15216104 0.08317966 0.08677413
 0.09733621]",0,0,True,0,True,True,"[0.07585047 0.15668027 0.12227115 0.21218717 0.18285244 0.10363949
 0.12945067 0.15986268 0.15204033 0.21518625 0.13359983 0.17500942
 0.18136982]",[22 14 19  8  7 22 18 11 11 11 18  7  8]
32,3,12,Tyson Beckford,1.1657362361281485,6.729166666666667,rank,"[0.06217597 0.10173311 0.07188137 0.08305496 0.07814721 0.00814606
 0.08352208 0.06828462 0.14882785 0.09145751 0.09467578 0.10809347]",5,5,True,5,True,True,"[0.14267133 0.17913249 0.14618477 0.18212617 0.14625867 0.07006557
 0.18878523 0.15187595 0.22313126 0.16266495 0.19374699 0.21335663]",[17 10 17 10 19 24  7 15  9 15  7  3]
32,4,11,Adrian Peterson,0.9300611668619884,7.272727272727272,rank,"[0.09067667 0.09670276 0.09715695 0.10590453 0.01201725 0.10898804
 0.12945224 0.09732553 0.07755319 0.08997451 0.09424833]",4,8,False,4,True,False,"[0.17817667 0.17170276 0.17215695 0.21840453 0.09951725 0.20898804
 0.22111891 0.18482553 0.15671986 0.18997451 0.198415  ]",[14 16 15  4 17  5  6 10 19 12  9]
32,5,10,Mira Sorvino,1.0000000000000002,8.0,rank,"[0.01167958 0.09925578 0.11478947 0.09208017 0.10521555 0.09756335
 0.11392022 0.1270166  0.13411233 0.10436695]",0,0,True,0,True,True,"[0.10334625 0.19925578 0.20228947 0.20874683 0.21771555 0.19756335
 0.18892022 0.2270166  0.250779   0.20436695]",[18 11 12 10  8 12 14  6  2 10]
32,6,9,Mauricio Umansky,1.0978373802983057,8.944444444444445,rank,"[0.16765939 0.1316285  0.11817021 0.11862335 0.11806607 0.09718112
 0.01982501 0.09830599 0.13054036]",6,5,False,6,True,False,"[0.26703827 0.22790179 0.248605   0.23974136 0.2329729  0.18724323
 0.12230949 0.21631841 0.25786955]",[ 8 10  6  7 11 17 15 11  5]
32,7,8,Lele Pons,0.4592793267718459,8.8125,rank,"[0.10758256 0.11673455 0.15140045 0.13302343 0.04369447 0.14671129
 0.10735856 0.19349468]",4,0,False,4,True,False,"[0.22283079 0.24084802 0.28260613 0.260683   0.1731271  0.26018647
 0.23501814 0.32470035]",[13 11  3  8 11 11 11  2]
32,8,7,Barry Williams,1.0973065354098013,9.035714285714286,rank,"[0.03187177 0.16924315 0.17397842 0.11752284 0.12202804 0.20451739
 0.18083839]",0,0,True,0,True,True,"[0.17021169 0.31153564 0.33208119 0.24795762 0.23269997 0.35866759
 0.3468463 ]",[12  8  5 12 12  4  3]
32,9,6,Harry Jowsey,1.1494261853444767,9.208333333333334,rank,[0.15788269 0.25961619 0.19983929 0.02629268 0.20556828 0.15080088],3,3,True,3,True,True,[0.30267907 0.44513655 0.39440942 0.16203928 0.37751398 0.31822169],[ 9  3  4 12  5  9]
33,4,9,Brooks Nader,0.5137011669140814,8.166666666666666,rank,"[0.11122464 0.11916959 0.1537996  0.11870161 0.11543527 0.01773004
 0.11289275 0.1168815  0.13416498]",5,5,True,5,True,True,"[0.22006818 0.21780905 0.27624858 0.23094651 0.22427881 0.12657358
 0.22173628 0.22572504 0.25661396]",[12 12  2  7 10 13 11  9  3]
33,5,8,Phaedra Parks,0.3535533905932736,8.416666666666666,rank,"[0.16080402 0.14560718 0.14161748 0.13202135 0.14090205 0.01339279
 0.12702094 0.13863421]",5,5,True,5,True,True,"[0.29446738 0.26441906 0.2678551  0.25083323 0.26961493 0.13220467
 0.25325856 0.26734708]",[ 2  8  7 12  6 14 11  7]
33,6,7,Jenn Tran,0.9060141709733546,9.80952380952381,rank,"[0.15314133 0.20337848 0.15433605 0.12543224 0.15785234 0.0321741
 0.17368546]",5,3,False,5,True,False,"[0.30848113 0.35386391 0.29025838 0.26135457 0.2743572  0.18265954
 0.32902527]",[ 6  4  9 11 10 10  3]
33,7,6,Dwight Howard,0.6211299937499417,8.888888888888888,rank,[0.21308562 0.02725198 0.17690319 0.20989203 0.18597687 0.1868903 ],1,1,True,1,True,True,[0.40058562 0.17725198 0.33627819 0.37864203 0.34847687 0.3587653 ],[ 2 12 10  5  8  5]
34,3,12,Lauren Jauregui,0.6730023021992065,7.138888888888889,rank,"[0.07871516 0.11568195 0.09141611 0.17675146 0.08107042 0.07989135
 0.00741921 0.07469744 0.08541804 0.08098555 0.08108094 0.04687238]",6,6,True,6,True,True,"[0.16042723 0.19739401 0.18480132 0.24679037 0.16667353 0.16549446
 0.07745812 0.16030055 0.1749122  0.15491551 0.17446615 0.13636655]",[17 10  4 12 11 13 23 15  7 17  6 14]
34,4,11,Hilaria Baldwin,0.6254474981984938,7.515151515151516,rank,"[0.08166441 0.07469171 0.11398744 0.10051828 0.15437442 0.01649385
 0.11023652 0.08898103 0.08839616 0.0935192  0.07713697]",5,0,False,5,True,False,"[0.16634183 0.17146591 0.21076163 0.17309892 0.24308409 0.10923579
 0.19491394 0.18575523 0.1811381  0.19432566 0.16987891]",[17 12  4 15  9 16 12  8 12  6 14]
34,6,10,Scott Hoying,0.9874208829065749,8.5,rank,"[0.15951358 0.07867101 0.0857679  0.06725481 0.11535899 0.01223649
 0.13917798 0.15835408 0.09133717 0.09232798]",5,3,False,5,True,False,"[0.26539594 0.18455336 0.20047378 0.14666658 0.22124134 0.09458943
 0.24211916 0.25247173 0.20604305 0.18644563]",[ 4 11  8 19  7 19  9  9  7 12]
34,7,9,Jen Affleck,1.1207911667684454,9.222222222222221,rank,"[0.11981231 0.08886592 0.16464601 0.09620648 0.15273291 0.09783145
 0.01723635 0.11819317 0.14447539]",6,1,False,6,True,False,"[0.22523399 0.18525146 0.27910385 0.18355588 0.27622689 0.22734953
 0.11964599 0.24469919 0.25893322]",[10 16  5 16  5  7 16  7  7]
34,8,8,Danielle Fishel,0.39497577061764183,9.421875,rank,"[0.01793925 0.14057569 0.1194085  0.09992884 0.21524045 0.14600172
 0.12440606 0.13649948]",0,0,True,0,True,True,"[0.14065898 0.2649538  0.24876174 0.21269833 0.34127693 0.27369658
 0.25541767 0.26253597]",[15  9  8 15  5  5  6  8]
34,9,7,Andy Richter,1.1007882148158887,9.642857142857142,rank,"[0.23538034 0.15219753 0.0218258  0.11933882 0.11790445 0.19806702
 0.15528604]",2,2,True,2,True,True,"[0.36871367 0.29664197 0.12923321 0.27489438 0.2660526  0.35362257
 0.31084159]",[ 7  9 14  6 10  3  4]
34,10,6,Whitney Leavitt,0.20786985482077472,9.555555555555555,rank,[0.17792412 0.13135845 0.21415681 0.21789546 0.0580966  0.20056855],4,1,False,4,True,False,[0.34362179 0.29705613 0.38566844 0.38650011 0.22670125 0.36045227],[8 9 3 3 8 9]
